"race_eth","counts","percent","rates","percent_pop"
"African American","69","2.81748","152.45587","2.4"
"Asian","554","22.62148","79.22321","37.7"
"Latino","752","30.70641","153.16369","26.5"
"Native Hawaiian & Other Pacific Islander","13","0.53083","208.70124","0.3"
"White","836","34.13638","137.52194","32.8"
"Other","185","7.5541","3360.58129","0.3"
"Unknown","40","1.63332",,
