"race_eth","counts","percent","rates","percent_pop"
"African American","19","3.13015","40.02275","2.36"
"Asian","156","25.70016","23.80934","35.65"
"Latino","198","32.61944","36.20274","25.78"
"Native Hawaiian & Other Pacific Islander","5","0.82372","70.83156","0.32"
"White","199","32.78418","29.6839","32.04"
"Other","19","3.13015",,"3.85"
"Unknown","11","1.81219",,
