"race_eth","counts","percent","rates","percent_pop"
"African American","44","3.10296","92.68426","2.36"
"Asian","337","23.76587","51.43428","35.65"
"Latino","403","28.42031","73.68537","25.78"
"Native Hawaiian & Other Pacific Islander","8","0.56417","113.3305","0.32"
"White","467","32.93371","69.66022","32.04"
"Other","81","5.71227",,"3.85"
"Unknown","78","5.50071",,
