"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.86356","107.42949","2.36"
"Asian","424","23.80685","64.71257","35.65"
"Latino","505","28.35486","92.33526","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.50533","127.49681","0.32"
"White","561","31.49916","83.68176","32.04"
"Other","104","5.83942",,"3.85"
"Unknown","127","7.13083",,
