"race_eth","counts","percent","rates","percent_pop"
"African American","53","2.82667","111.64241","2.36"
"Asian","413","22.02667","63.03371","35.65"
"Latino","592","31.57333","108.24252","25.78"
"Native Hawaiian & Other Pacific Islander","7","0.37333","99.16419","0.32"
"White","531","28.32","79.2068","32.04"
"Other","156","8.32",,"3.85"
"Unknown","123","6.56",,
