"race_eth","counts","percent","rates","percent_pop"
"African American","50","2.94464","105.32303","2.36"
"Asian","428","25.20612","65.32307","35.65"
"Latino","530","31.21319","96.90631","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.53004","127.49681","0.32"
"White","547","32.21437","81.59344","32.04"
"Other","102","6.00707",,"3.85"
"Unknown","32","1.88457",,
