"race_eth","counts","percent","rates","percent_pop"
"African American","39","3.36788","82.15196","2.36"
"Asian","281","24.26598","42.88734","35.65"
"Latino","340","29.36097","62.16631","25.78"
"Native Hawaiian & Other Pacific Islander","7","0.60449","99.16419","0.32"
"White","384","33.16062","57.27949","32.04"
"Other","63","5.44041",,"3.85"
"Unknown","44","3.79965",,
