"race_eth","counts","percent","rates","percent_pop"
"African American","17","3.95349","35.80983","2.36"
"Asian","102","23.72093","15.56765","35.65"
"Latino","160","37.2093","29.25474","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.46512","28.33263","0.32"
"White","128","29.76744","19.09316","32.04"
"Other","11","2.55814",,"3.85"
"Unknown","10","2.32558",,
