"race_eth","counts","percent","rates","percent_pop"
"African American","14","4","29.5","2.36"
"Asian","86","24.8","13.1","35.65"
"Latino","122","35.2","22.3","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.9","42.5","0.32"
"White","106","30.5","15.8","32.04"
"Other","9","2.6",,"3.85"
"Unknown","7","2",,
