"race_eth","counts","percent","rates","percent_pop"
"African American","56","2.93655","117.96179","2.36"
"Asian","458","24.01678","69.90179","35.65"
"Latino","540","28.31673","98.73473","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.47195","127.49681","0.32"
"White","591","30.99109","88.15672","32.04"
"Other","113","5.92554",,"3.85"
"Unknown","140","7.34137",,
