"race_eth","counts","percent","rates","percent_pop"
"African American","51","3.05572","107.42949","2.36"
"Asian","399","23.90653","60.89697","35.65"
"Latino","474","28.40024","86.66715","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.53925","127.49681","0.32"
"White","533","31.93529","79.50513","32.04"
"Other","95","5.69203",,"3.85"
"Unknown","108","6.47094",,
