"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.98945","107.42949","2.36"
"Asian","430","25.20516","65.62831","35.65"
"Latino","532","31.18406","97.272","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.52755","127.49681","0.32"
"White","549","32.18054","81.89177","32.04"
"Other","102","5.9789",,"3.85"
"Unknown","33","1.93435",,
