"race_eth","counts","percent","rates","percent_pop"
"African American","41","3.0506","86.36488","2.36"
"Asian","322","23.95833","49.14492","35.65"
"Latino","385","28.64583","70.39421","25.78"
"Native Hawaiian & Other Pacific Islander","8","0.59524","113.3305","0.32"
"White","443","32.96131","66.08025","32.04"
"Other","80","5.95238",,"3.85"
"Unknown","65","4.83631",,
