"race_eth","counts","percent","rates","percent_pop"
"African American","19","3.77734","40.02275","2.36"
"Asian","122","24.25447","18.62013","35.65"
"Latino","175","34.79125","31.99737","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.39761","28.33263","0.32"
"White","165","32.80318","24.61228","32.04"
"Other","14","2.7833",,"3.85"
"Unknown","6","1.19284",,
