"race_eth","counts","percent","rates","percent_pop"
"African American","16","3.8835","33.70337","2.36"
"Asian","98","23.78641","14.95715","35.65"
"Latino","153","37.13592","27.97484","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.48544","28.33263","0.32"
"White","123","29.85437","18.34734","32.04"
"Other","10","2.42718",,"3.85"
"Unknown","10","2.42718",,
