"race_eth","counts","percent","rates","percent_pop"
"African American","44","2.92359","92.68426","2.36"
"Asian","361","23.98671","55.09726","35.65"
"Latino","433","28.77076","79.17063","25.78"
"Native Hawaiian & Other Pacific Islander","8","0.53156","113.3305","0.32"
"White","488","32.42525","72.79269","32.04"
"Other","88","5.84718",,"3.85"
"Unknown","83","5.51495",,
