"race_eth","counts","percent","rates","percent_pop"
"African American","58","2.88127","122.17471","2.36"
"Asian","477","23.69598","72.80164","35.65"
"Latino","579","28.76304","105.86557","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.44709","127.49681","0.32"
"White","617","30.65077","92.03502","32.04"
"Other","121","6.01093",,"3.85"
"Unknown","152","7.55092",,
