"race_eth","counts","percent","rates","percent_pop"
"African American","19","3.4358","40.02275","2.36"
"Asian","140","25.31646","21.36736","35.65"
"Latino","187","33.81555","34.19147","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.36166","28.33263","0.32"
"White","176","31.8264","26.2531","32.04"
"Other","17","3.07414",,"3.85"
"Unknown","12","2.16998",,
