"race_eth","counts","percent","rates","percent_pop"
"African American","12","4.1","25.3","2.36"
"Asian","77","26","11.8","35.65"
"Latino","100","33.8","18.3","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.7","28.3","0.32"
"White","89","30.1","13.3","32.04"
"Other","11","3.7",,"3.85"
"Unknown","5","1.7",,
