"race_eth","counts","percent","rates","percent_pop"
"African American","14","3.7","29.5","2.36"
"Asian","90","23.8","13.7","35.65"
"Latino","143","37.8","26.1","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.8","42.5","0.32"
"White","109","28.8","16.3","32.04"
"Other","10","2.6",,"3.85"
"Unknown","9","2.4",,
