"race_eth","counts","percent","rates","percent_pop"
"African American","58","2.63517","128.15131","2.4"
"Asian","471","21.39936","67.35403","37.7"
"Latino","681","30.94048","138.70275","26.5"
"Native Hawaiian & Other Pacific Islander","9","0.40891","144.48547","0.3"
"White","650","29.53203","106.92495","32.8"
"Other","175","7.95093","3178.92825","0.3"
"Unknown","157","7.13312",,
