"race_eth","counts","percent","rates","percent_pop"
"African American","29","3.1556","61.08735","2.36"
"Asian","211","22.95974","32.20366","35.65"
"Latino","285","31.01197","52.11","25.78"
"Native Hawaiian & Other Pacific Islander","5","0.54407","70.83156","0.32"
"White","271","29.48857","40.42381","32.04"
"Other","65","7.07291",,"3.85"
"Unknown","53","5.76714",,
