"race_eth","counts","percent","rates","percent_pop"
"African American","22","3.48101","46.34213","2.36"
"Asian","161","25.47468","24.57246","35.65"
"Latino","205","32.43671","37.48263","25.78"
"Native Hawaiian & Other Pacific Islander","5","0.79114","70.83156","0.32"
"White","203","32.12025","30.28057","32.04"
"Other","22","3.48101",,"3.85"
"Unknown","14","2.21519",,
