"race_eth","counts","percent","rates","percent_pop"
"African American","50","3.04321","105.32303","2.36"
"Asian","392","23.85879","59.8286","35.65"
"Latino","464","28.24102","84.83873","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.54778","127.49681","0.32"
"White","529","32.1972","78.90847","32.04"
"Other","94","5.72124",,"3.85"
"Unknown","105","6.39075",,
