"race_eth","counts","percent","rates","percent_pop"
"African American","49","3.16947","103.21657","2.36"
"Asian","370","23.93273","56.47088","35.65"
"Latino","442","28.58991","80.81621","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.58215","127.49681","0.32"
"White","499","32.27684","74.43351","32.04"
"Other","90","5.82147",,"3.85"
"Unknown","87","5.62743",,
