"race_eth","counts","percent","rates","percent_pop"
"African American","8","3.6","16.9","2.36"
"Asian","61","27.5","9.3","35.65"
"Latino","73","32.9","13.3","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.5","14.2","0.32"
"White","68","30.6","10.1","32.04"
"Other","6","2.7",,"3.85"
"Unknown","5","2.3",,
