"race_eth","counts","percent","rates","percent_pop"
"African American","61","2.90892","128.49409","2.36"
"Asian","494","23.55746","75.39625","35.65"
"Latino","601","28.65999","109.8881","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.42918","127.49681","0.32"
"White","641","30.56748","95.61499","32.04"
"Other","126","6.00858",,"3.85"
"Unknown","165","7.86838",,
