"race_eth","counts","percent","rates","percent_pop"
"African American","64","2.80579","141.40834","2.4"
"Asian","513","22.49014","73.36012","37.7"
"Latino","731","32.04735","148.88651","26.5"
"Native Hawaiian & Other Pacific Islander","13","0.56993","208.70124","0.3"
"White","756","33.14336","124.36195","32.8"
"Other","179","7.84744","3251.58946","0.3"
"Unknown","25","1.09601",,
