"race_eth","counts","percent","rates","percent_pop"
"African American","8","3.8","16.9","2.36"
"Asian","60","28.7","9.2","35.65"
"Latino","69","33","12.6","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.5","14.2","0.32"
"White","64","30.6","9.5","32.04"
"Other","5","2.4",,"3.85"
"Unknown","2","1",,
