"race_eth","counts","percent","rates","percent_pop"
"African American","52","2.83224","109.53595","2.36"
"Asian","435","23.69281","66.39143","35.65"
"Latino","524","28.54031","95.80926","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.4902","127.49681","0.32"
"White","573","31.20915","85.47174","32.04"
"Other","108","5.88235",,"3.85"
"Unknown","135","7.35294",,
