"race_eth","counts","percent","rates","percent_pop"
"African American","53","2.86641","111.64241","2.36"
"Asian","408","22.06598","62.27059","35.65"
"Latino","578","31.26014","105.68273","25.78"
"Native Hawaiian & Other Pacific Islander","7","0.37858","99.16419","0.32"
"White","526","28.44781","78.46097","32.04"
"Other","155","8.38291",,"3.85"
"Unknown","122","6.59816",,
