"race_eth","counts","percent","rates","percent_pop"
"African American","8","4.1","16.9","2.36"
"Asian","57","29.1","8.7","35.65"
"Latino","63","32.1","11.5","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.5","14.2","0.32"
"White","60","30.6","8.9","32.04"
"Other","5","2.6",,"3.85"
"Unknown","2","1",,
