"race_eth","counts","percent","rates","percent_pop"
"African American","54","2.88925","113.74887","2.36"
"Asian","446","23.86303","68.0703","35.65"
"Latino","531","28.41091","97.08915","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.48154","127.49681","0.32"
"White","581","31.08614","86.66507","32.04"
"Other","111","5.939",,"3.85"
"Unknown","137","7.33012",,
