"race_eth","counts","percent","rates","percent_pop"
"African American","14","3.9","29.5","2.36"
"Asian","89","24.5","13.6","35.65"
"Latino","137","37.7","25","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.8","42.5","0.32"
"White","106","29.2","15.8","32.04"
"Other","10","2.8",,"3.85"
"Unknown","4","1.1",,
