"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.97203","107.42949","2.36"
"Asian","432","25.17483","65.93356","35.65"
"Latino","536","31.23543","98.00336","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.52448","127.49681","0.32"
"White","551","32.10956","82.19011","32.04"
"Other","103","6.00233",,"3.85"
"Unknown","34","1.98135",,
