"race_eth","counts","percent","rates","percent_pop"
"African American","20","3.25203","42.12921","2.36"
"Asian","158","25.69106","24.11459","35.65"
"Latino","202","32.84553","36.9341","25.78"
"Native Hawaiian & Other Pacific Islander","5","0.81301","70.83156","0.32"
"White","199","32.35772","29.6839","32.04"
"Other","20","3.25203",,"3.85"
"Unknown","11","1.78862",,
