"race_eth","counts","percent","rates","percent_pop"
"African American","59","2.88086","124.28117","2.36"
"Asian","484","23.63281","73.87001","35.65"
"Latino","589","28.75977","107.694","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.43945","127.49681","0.32"
"White","625","30.51758","93.22834","32.04"
"Other","125","6.10352",,"3.85"
"Unknown","157","7.66602",,
