"race_eth","counts","percent","rates","percent_pop"
"African American","22","3.26895","46.34213","2.36"
"Asian","177","26.30015","27.01445","35.65"
"Latino","214","31.79792","39.12821","25.78"
"Native Hawaiian & Other Pacific Islander","5","0.74294","70.83156","0.32"
"White","215","31.94651","32.07055","32.04"
"Other","24","3.56612",,"3.85"
"Unknown","16","2.37741",,
