"race_eth","counts","percent","rates","percent_pop"
"African American","16","3.63636","33.70337","2.36"
"Asian","107","24.31818","16.33077","35.65"
"Latino","157","35.68182","28.70621","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.45455","28.33263","0.32"
"White","135","30.68182","20.13732","32.04"
"Other","14","3.18182",,"3.85"
"Unknown","9","2.04545",,
