"race_eth","counts","percent","rates","percent_pop"
"African American","16","4.12371","33.70337","2.36"
"Asian","95","24.48454","14.49928","35.65"
"Latino","147","37.8866","26.87779","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.51546","28.33263","0.32"
"White","111","28.60825","16.55735","32.04"
"Other","8","2.06186",,"3.85"
"Unknown","9","2.31959",,
