"race_eth","counts","percent","rates","percent_pop"
"African American","17","3.64026","35.80983","2.36"
"Asian","117","25.05353","17.85701","35.65"
"Latino","164","35.11777","29.9861","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.42827","28.33263","0.32"
"White","148","31.69165","22.07647","32.04"
"Other","14","2.99786",,"3.85"
"Unknown","5","1.07066",,
