"race_eth","counts","percent","rates","percent_pop"
"African American","27","3.37922","56.87443","2.36"
"Asian","202","25.2816","30.83005","35.65"
"Latino","256","32.04005","46.80758","25.78"
"Native Hawaiian & Other Pacific Islander","6","0.75094","84.99788","0.32"
"White","252","31.53942","37.58967","32.04"
"Other","33","4.13016",,"3.85"
"Unknown","23","2.8786",,
