"race_eth","counts","percent","rates","percent_pop"
"African American","14","3.8","29.5","2.36"
"Asian","90","24.1","13.7","35.65"
"Latino","141","37.8","25.8","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.8","42.5","0.32"
"White","108","29","16.1","32.04"
"Other","10","2.7",,"3.85"
"Unknown","7","1.9",,
