"race_eth","counts","percent","rates","percent_pop"
"African American","55","2.81907","121.52279","2.4"
"Asian","420","21.52742","60.06092","37.7"
"Latino","620","31.77858","126.27857","26.5"
"Native Hawaiian & Other Pacific Islander","8","0.41005","128.43153","0.3"
"White","560","28.70323","92.11996","32.8"
"Other","157","8.04716","2851.95277","0.3"
"Unknown","131","6.71451",,
