"race_eth","counts","percent","rates","percent_pop"
"African American","68","2.79605","150.24636","2.4"
"Asian","548","22.53289","78.3652","37.7"
"Latino","751","30.87993","152.96001","26.5"
"Native Hawaiian & Other Pacific Islander","13","0.53454","208.70124","0.3"
"White","822","33.79934","135.21894","32.8"
"Other","191","7.85362","3469.57312","0.3"
"Unknown","39","1.60362",,
