"race_eth","counts","percent","rates","percent_pop"
"African American","17","3.9261","35.80983","2.36"
"Asian","103","23.78753","15.72027","35.65"
"Latino","161","37.18245","29.43758","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.46189","28.33263","0.32"
"White","129","29.79215","19.24233","32.04"
"Other","11","2.54042",,"3.85"
"Unknown","10","2.30947",,
