"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.83806","107.42949","2.36"
"Asian","426","23.70618","65.01782","35.65"
"Hispanic/Latino","511","28.43628",,
"Native Hawaiian or Other Pacific Islander","9","0.50083",,
"White","565","31.44129","84.27842","32.04"
"Other","105","5.84307",,"3.85"
"Unknown","130","7.23428",,
