"race_eth","counts","percent","rates","percent_pop"
"African American","52","2.85401","109.53595","2.36"
"Asian","429","23.54555","65.47569","35.65"
"Latino","520","28.54007","95.07789","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.49396","127.49681","0.32"
"White","570","31.2843","85.02425","32.04"
"Other","108","5.92755",,"3.85"
"Unknown","134","7.35456",,
