"race_eth","counts","percent","rates","percent_pop"
"African American","50","2.81532","105.32303","2.36"
"Asian","398","22.40991","60.74435","35.65"
"Latino","549","30.91216","100.38031","25.78"
"Native Hawaiian & Other Pacific Islander","6","0.33784","84.99788","0.32"
"White","508","28.6036","75.776","32.04"
"Other","148","8.33333",,"3.85"
"Unknown","117","6.58784",,
