"race_eth","counts","percent","rates","percent_pop"
"African American","54","2.90635","113.74887","2.36"
"Asian","443","23.84284","67.61243","35.65"
"Latino","529","28.47147","96.72347","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.48439","127.49681","0.32"
"White","577","31.0549","86.0684","32.04"
"Other","110","5.92034",,"3.85"
"Unknown","136","7.3197",,
