"race_eth","counts","percent","rates","percent_pop"
"African American","61","2.92566","128.49409","2.36"
"Asian","491","23.54916","74.93838","35.65"
"Latino","598","28.68106","109.33957","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.43165","127.49681","0.32"
"White","634","30.40767","94.57083","32.04"
"Other","126","6.04317",,"3.85"
"Unknown","166","7.96163",,
