"race_eth","counts","percent","rates","percent_pop"
"African American","40","3.24149","84.25842","2.36"
"Asian","297","24.06807","45.32932","35.65"
"Latino","361","29.25446","66.006","25.78"
"Native Hawaiian & Other Pacific Islander","7","0.56726","99.16419","0.32"
"White","405","32.8201","60.41196","32.04"
"Other","71","5.75365",,"3.85"
"Unknown","53","4.29498",,
