"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.87001","107.42949","2.36"
"Asian","423","23.80416","64.55995","35.65"
"Latino","502","28.24986","91.78673","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.50647","127.49681","0.32"
"White","561","31.57006","83.68176","32.04"
"Other","104","5.85256",,"3.85"
"Unknown","127","7.14688",,
