"race_eth","counts","percent","rates","percent_pop"
"African American","14","4","29.5","2.36"
"Asian","86","24.4","13.1","35.65"
"Latino","124","35.1","22.7","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.8","42.5","0.32"
"White","109","30.9","16.3","32.04"
"Other","9","2.5",,"3.85"
"Unknown","8","2.3",,
