"race_eth","counts","percent","rates","percent_pop"
"African American","58","2.59392","128.15131","2.4"
"Asian","474","21.19857","67.78304","37.7"
"Latino","694","31.03757","141.35053","26.5"
"Native Hawaiian & Other Pacific Islander","10","0.44723","160.53941","0.3"
"White","664","29.69589","109.22795","32.8"
"Other","176","7.8712","3197.09355","0.3"
"Unknown","160","7.15564",,
