"race_eth","counts","percent","rates","percent_pop"
"African American","54","2.88","113.74887","2.36"
"Asian","447","23.84","68.22292","35.65"
"Latino","533","28.42667","97.45484","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.48","127.49681","0.32"
"White","583","31.09333","86.9634","32.04"
"Other","111","5.92",,"3.85"
"Unknown","138","7.36",,
