"race_eth","counts","percent","rates","percent_pop"
"African American","19","3.66089","40.02275","2.36"
"Asian","127","24.47013","19.38325","35.65"
"Latino","178","34.29672","32.54589","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.38536","28.33263","0.32"
"White","171","32.94798","25.50727","32.04"
"Other","15","2.89017",,"3.85"
"Unknown","7","1.34875",,
