"race_eth","counts","percent","rates","percent_pop"
"African American","37","3.43866","77.93904","2.36"
"Asian","259","24.07063","39.52961","35.65"
"Latino","314","29.18216","57.41242","25.78"
"Native Hawaiian & Other Pacific Islander","7","0.65056","99.16419","0.32"
"White","359","33.36431","53.55036","32.04"
"Other","58","5.39033",,"3.85"
"Unknown","42","3.90335",,
