"race_eth","counts","percent","rates","percent_pop"
"African American","59","2.88227","124.28117","2.36"
"Asian","484","23.64436","73.87001","35.65"
"Latino","586","28.62726","107.14547","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.43967","127.49681","0.32"
"White","625","30.53249","93.22834","32.04"
"Other","125","6.1065",,"3.85"
"Unknown","159","7.76746",,
