"race_eth","counts","percent","rates","percent_pop"
"African American","11","4","23.2","2.36"
"Asian","69","25","10.5","35.65"
"Latino","93","33.7","17","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.4","14.2","0.32"
"White","87","31.5","13","32.04"
"Other","9","3.3",,"3.85"
"Unknown","6","2.2",,
