"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.98595","107.42949","2.36"
"Asian","403","23.59485","61.50747","35.65"
"Latino","486","28.45433","88.86126","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.52693","127.49681","0.32"
"White","546","31.96721","81.44428","32.04"
"Other","98","5.7377",,"3.85"
"Unknown","115","6.73302",,
