"race_eth","counts","percent","rates","percent_pop"
"African American","64","2.77537","141.40834","2.4"
"Asian","516","22.37641","73.78913","37.7"
"Latino","734","31.83001","149.49753","26.5"
"Native Hawaiian & Other Pacific Islander","13","0.56375","208.70124","0.3"
"White","765","33.17433","125.84245","32.8"
"Other","183","7.93582","3324.25068","0.3"
"Unknown","31","1.34432",,
