"race_eth","counts","percent","rates","percent_pop"
"African American","58","2.57663","128.15131","2.4"
"Asian","479","21.27943","68.49805","37.7"
"Latino","696","30.91959","141.75788","26.5"
"Native Hawaiian & Other Pacific Islander","10","0.44425","160.53941","0.3"
"White","670","29.76455","110.21495","32.8"
"Other","176","7.81875","3197.09355","0.3"
"Unknown","162","7.1968",,
