"race_eth","counts","percent","rates","percent_pop"
"African American","59","2.92224","124.28117","2.36"
"Asian","479","23.72462","73.10689","35.65"
"Latino","581","28.77662","106.23126","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.44577","127.49681","0.32"
"White","617","30.55968","92.03502","32.04"
"Other","121","5.99307",,"3.85"
"Unknown","153","7.57801",,
